Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2hl6q70unbviGo3g1R7uFx,"4V8Sr092TqfHkfAA5fXXqG,6S2OmqARrzebs0tKUEyXyp","Échame La Culpa","Échame La Culpa","Luis Fonsi,Demi Lovato",2017-11-17,173720,63,spotify:user:,2020-06-22T07:16:14Z,"latin pop,puerto rican pop,pop,post-teen pop",0.733,0.892,0,-3.641,1,0.0417,0.0376,0,0.137,0.675,95.989,4
6PGoSes0D9eUDeeAafB2As,"2YZyLoL8N0Wb9xBt1NhZWg,3qBKjEOanahMxlRojwCzhI","LOVE. FEAT. ZACARI.","DAMN.","Kendrick Lamar,Zacari",2017-04-14,213400,86,spotify:user:,2020-08-11T07:28:27Z,"conscious hip hop,hip hop,rap,west coast rap",0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,4
6KuqAtoeVzxAYOaMveLNpH,"4VMYDCV2IEDYJArk749S6m","Dura","Dura","Daddy Yankee",2018-01-18,200480,72,spotify:user:,2020-06-22T07:16:14Z,"latin hip hop,reggaeton,trap latino,urbano latino",0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.839,95.001,4
09mEdoA6zrmBPgTEN5qXmN,"1Xyo4u8uXC1ZmMpatF05PJ","Call Out My Name","My Dear Melancholy,","The Weeknd",2018-03-30,228373,88,spotify:user:,2020-06-22T07:16:14Z,"canadian contemporary r&b,canadian pop,pop",0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,3
4QtiVmuA88tPQiCOHZuQ5b,"0haZhu4fFKt0Ag94kZDiz2,07YZf4WDAMNwqr4jfgOZ8y,3EiLUeyEcA6fbRPSHkG5kb","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes,Jason Derulo,De La Ghetto",2018-02-16,201526,71,spotify:user:,2020-06-22T07:16:14Z,"latin pop,latin viral pop,mexican pop,reggaeton,dance pop,pop,reggaeton flow,trap latino,urbano latino",0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,4
58q2HKrzhC3ozto2nDdN4z,"4kYSro6naA4h99UJvo89HB,4q3ewBCX7sLwd24euuV69X,1vyhD5VmyZ7KMfW5gqLgo5","I Like It","Invasion of Privacy","Cardi B,Bad Bunny,J Balvin",2018-04-06,253390,80,spotify:user:,2020-06-22T07:16:14Z,"pop,rap,reggaeton,trap latino,urbano latino,reggaeton colombiano",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4
4w8niZpiMy6qz1mntFA5uM,"540vIaP2JwjQb9dm3aArA4,0C8ZW7ezQVs4URX5aX7Kqx,1i8SpTcr7yvPOmcqrbnVXY,4kYSro6naA4h99UJvo89HB","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake,Selena Gomez,Ozuna,Cardi B",2018-09-28,212500,77,spotify:user:,2020-06-22T07:16:14Z,"edm,electronic trap,pop,pop dance,post-teen pop,puerto rican pop,reggaeton,trap latino,urbano latino,rap",0.842,0.801,8,-4.167,0,0.228,0.157,0.00000482,0.0642,0.617,95.881,4
6vN77lE9LK6HP2DewaN6HZ,"5f7VJjfbwm532GiveGC0ZK,3TVXtAsR1Inumwj472S9r4","Yes Indeed","Harder Than Ever","Lil Baby,Drake",2018-05-18,142273,83,spotify:user:,2020-06-22T07:16:14Z,"atl hip hop,atl trap,rap,trap,canadian hip hop,canadian pop,hip hop,pop rap",0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,4
6NFyWDv5CjfwuzoCkw47Xf,"06HL4z0CvFAxyc27GXpf02","Delicate","reputation","Taylor Swift",2017-11-10,232253,88,spotify:user:,2020-06-22T07:16:14Z,"pop",0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,4
6EGAfJaLUFzhS4zRBIEQ2J,"3FfvYsEGaIb52QPXhg4DcH","You Make It Easy","Rearview Town","Jason Aldean",2018-04-13,196800,74,spotify:user:,2020-06-22T07:16:14Z,"contemporary country,country,country road,modern country rock",0.375,0.574,7,-5.305,1,0.0315,0.143,0,0.11,0.406,132.025,3
0TlLq3lA83rQOYtrqBqSct,"3TVXtAsR1Inumwj472S9r4","Nonstop","Scorpion","Drake",2018-06-29,238614,82,spotify:user:,2020-06-22T07:16:14Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,4
5bJ1DrEM4hNCafcDd1oxHx,"4LLpKhyESsyAXpc4laK94U","Self Care","Swimming","Mac Miller",2018-08-03,345133,80,spotify:user:,2023-07-27T16:27:30Z,"hip hop,pittsburgh rap,pop rap,rap",0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,4
7sO5G9EABYOXQKNPNiE9NR,"4DdkRBBYG6Yk9Ka8tdJ9BW,0iEtIxbK0KxaSlF7G42ZOp","Ric Flair Drip (with Metro Boomin)","Without Warning","Offset,Metro Boomin",2017-10-30,172800,86,spotify:user:,2020-06-22T07:16:14Z,"atl hip hop,hip hop,pop rap,rap,trap",0.88,0.428,9,-8.28,1,0.206,0.149,0.0000505,0.114,0.333,100.007,4
630sXRhIcfwr2e4RdNtjKN,"6U1dBXJhC8gXFjamvFTmHg,6sCbFbEjbYepqswM1vWjjs","Rewrite The Stars","Rewrite The Stars","Zac Efron,Zendaya",2017-11-17,217440,77,spotify:user:,2020-06-22T07:16:14Z,"hollywood,movie tunes,post-teen pop,pop",0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,4
43VXG87ajppI8mO1Mxo8vu,"7gZfnEnfiaHzxARJ2LeXrf,0hCNtLu0JehylgoiP8L4Gh,3CbYyyd8wH3RT6t0jwpdzC","FEFE (feat. Nicki Minaj & Murda Beatz)","DUMMY BOY (Revised)","6ix9ine,Nicki Minaj,Murda Beatz",2018,179404,62,spotify:user:,2020-06-22T07:16:14Z,"emo rap,hip pop,pop,queens hip hop,rap,canadian hip hop,canadian trap",0.93,0.383,1,-9.34,1,0.409,0.0896,0,0.119,0.385,125.967,4
0u2P5u6lvoDfwTYjAADbn4,"6qqNVTkY8uBg9cP3Jd7DAH,6LuN9FCkKOj5PcnpouEgny","lovely (with Khalid)","lovely (with Khalid)","Billie Eilish,Khalid",2018-04-19,200185,91,spotify:user:,2020-06-22T07:16:14Z,"art pop,pop,pop r&b",0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4
514rhnksEwHUh6LxXsQ4Y9,"0C8ZW7ezQVs4URX5aX7Kqx","Back To You","13 Reasons Why (Season 2)","Selena Gomez",2018-05-18,210240,72,spotify:user:,2020-06-22T07:16:14Z,"pop,post-teen pop",0.6,0.683,6,-6.271,1,0.0493,0.0984,0.00000126,0.11,0.494,102.036,4
6DCZcSspjsKoFjzjrWoCdn,"3TVXtAsR1Inumwj472S9r4","God's Plan","Scorpion","Drake",2018-06-29,198973,87,spotify:user:,2020-06-22T07:16:14Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.754,0.449,7,-9.211,1,0.109,0.0332,0.0000829,0.552,0.357,77.169,4
76cy1WJvNGJTj78UqeA5zr,"6M2wZ9GZgrQXHCFfjv46we","IDGAF","Dua Lipa (Deluxe)","Dua Lipa",2017-06-02,217946,82,spotify:user:,2020-06-22T07:16:14Z,"dance pop,pop,uk pop",0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,4
4eWQlBRaTjPPUlzacqEeoQ,"4nDoRrQiYLoBzwC5BhVJzF","Never Be the Same","Camila","Camila Cabello",2018-01-12,226973,75,spotify:user:,2020-06-22T07:16:14Z,"dance pop,pop",0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4
6n4U3TlzUGhdSFbUUhTvLP,"6oMuImdp5ZcFhWP0ESe6mG,3TVXtAsR1Inumwj472S9r4","Walk It Talk It","Culture II","Migos,Drake",2018-01-26,276147,77,spotify:user:,2020-06-22T07:16:14Z,"atl hip hop,hip hop,pop rap,rap,trap,canadian hip hop,canadian pop",0.907,0.633,2,-5.145,1,0.184,0.0876,0.0000026,0.106,0.395,145.914,4
2Yl4OmDby9iitgNWZPwxkd,"4kYSro6naA4h99UJvo89HB","Be Careful","Invasion of Privacy","Cardi B",2018-04-06,210787,70,spotify:user:,2020-06-22T07:16:14Z,"pop,rap",0.82,0.568,6,-8.23,0,0.411,0.0256,0,0.0952,0.535,152.279,4
2xLMifQCjDGFmkHkpNLD9h,"0Y5tJX1MQlPlqiwlOH1tJY","SICKO MODE","ASTROWORLD","Travis Scott",2018-08-03,312820,86,spotify:user:,2020-06-22T07:16:14Z,"hip hop,rap,slap house",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
3CA9pLiwRIGtUBiMjbZmRw,"3TVXtAsR1Inumwj472S9r4","Nice For What","Scorpion","Drake",2018-06-29,210746,82,spotify:user:,2020-06-22T07:16:14Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.585,0.909,8,-6.474,1,0.0707,0.0891,0.000097,0.119,0.758,93.372,4
3GCdLUSnKSMJhs4Tj6CV3s,"2YZyLoL8N0Wb9xBt1NhZWg,7tYKF4w9nC0nq9CsPZTHyP","All The Stars (with SZA)","Black Panther The Album Music From And Inspired By","Kendrick Lamar,SZA",2018-02-09,232186,86,spotify:user:,2020-06-22T07:16:14Z,"conscious hip hop,hip hop,rap,west coast rap,pop,r&b",0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4
42fw0rxRO2xbesF6mJfd4Y,"7z5WFjZAIYejWy0NI5lv4T","Tequila","Dan + Shay","Dan + Shay",2018-06-22,196746,76,spotify:user:,2020-06-22T07:16:14Z,"contemporary country,country,country road",0.489,0.581,11,-5.731,1,0.0281,0.0312,0,0.132,0.494,86.016,4
7uzmGiiJyRfuViKKK3lVmR,"4GvEc3ANtPPjt1ZJllr5Zl","Mine","COSMIC","Bazzi",2018-04-12,131064,77,spotify:user:,2020-06-22T07:16:14Z,"pop",0.71,0.789,4,-3.874,1,0.0722,0.0161,0.00000277,0.451,0.717,142.929,4
3EPXxR3ImUwfayaurPi3cm,"3QSQFmccmX81fWCUSPTS7y","Be Alright","Be Alright","Dean Lewis",2018-06-29,196373,81,spotify:user:,2020-06-22T07:16:14Z,"australian pop,pop",0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,4
2G7V7zsVDxg1yRsu7Ew9RJ,"3TVXtAsR1Inumwj472S9r4","In My Feelings","Scorpion","Drake",2018-06-29,217925,78,spotify:user:,2020-06-22T07:16:14Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.835,0.626,1,-5.833,1,0.125,0.0589,0.00006,0.396,0.35,91.03,4
7ef4DlsgrMEH11cDZd32M6,"7CajNmpbOovFoOoasH2HaY,6M2wZ9GZgrQXHCFfjv46we","One Kiss (with Dua Lipa)","One Kiss (with Dua Lipa)","Calvin Harris,Dua Lipa",2018-04-06,214846,87,spotify:user:,2020-06-22T07:16:14Z,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance,uk pop",0.791,0.862,9,-3.24,0,0.11,0.037,0.0000219,0.0814,0.592,123.994,4
5IaHrVsrferBYDm0bDyABy,"5LHRHt1k9lMyONurDHEdrp,4DdkRBBYG6Yk9Ka8tdJ9BW","Taste (feat. Offset)","Taste (feat. Offset)","Tyga,Offset",2018-05-16,232959,73,spotify:user:,2020-06-22T07:16:14Z,"hip hop,pop rap,rap,trap,atl hip hop",0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,4
55S2PQgSMYAhgoTCcGCDfw,"5Rl15oVamLq7FbSb0NNBNy","Youngblood","Youngblood","5 Seconds of Summer",2018-04-12,203417,70,spotify:user:,2020-06-22T07:16:14Z,"boy band,pop",0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,4
6I0KEvFfWszVJiCy5hum4V,"37M5pPGs6V1fchFJSgCguX","Let's Fall in Love for the Night","Blood Harmony","FINNEAS",2019-10-04,190348,74,spotify:user:,2021-06-15T12:30:25Z,"alt z,la indie,pop,pov: indie",0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.918,4
6HJ34Zyw6bg8yGm28AxLXf,"4TEJudQY2pXxVHPE3gD2EU,3TVXtAsR1Inumwj472S9r4","Look Alive (feat. Drake)","Simi","BlocBoy JB,Drake",2018-05-04,181414,74,spotify:user:,2020-06-22T07:16:14Z,"memphis hip hop,rap,tennessee hip hop,trap,canadian hip hop,canadian pop,hip hop,pop rap",0.918,0.58,10,-7.501,1,0.322,0.00108,0.0000612,0.106,0.611,139.977,4
4wFjTWCunQFKtukqrNijEt,"6oMuImdp5ZcFhWP0ESe6mG,0hCNtLu0JehylgoiP8L4Gh,4kYSro6naA4h99UJvo89HB","MotorSport","Culture II","Migos,Nicki Minaj,Cardi B",2018-01-26,303076,72,spotify:user:,2020-08-11T07:28:27Z,"atl hip hop,hip hop,pop rap,rap,trap,hip pop,pop,queens hip hop",0.904,0.518,2,-5.32,1,0.183,0.0305,0,0.325,0.188,137.996,4
77UjLW8j5UAGAGVGhR5oUK,"1Xyo4u8uXC1ZmMpatF05PJ,2YZyLoL8N0Wb9xBt1NhZWg","Pray For Me (with Kendrick Lamar)","Black Panther The Album Music From And Inspired By","The Weeknd,Kendrick Lamar",2018-02-09,211440,72,spotify:user:,2020-06-22T07:16:14Z,"canadian contemporary r&b,canadian pop,pop,conscious hip hop,hip hop,rap,west coast rap",0.735,0.677,2,-4.979,1,0.093,0.0762,0.0000217,0.111,0.188,100.584,4
0EcQcdcbQeVJn9fknj44Be,"5JZ7CnR6gTvEMKX4g70Amv","I Like Me Better","I met you when I was 18. (the playlist)","Lauv",2018-05-31,197436,85,spotify:user:,2020-06-22T07:16:14Z,"pop",0.753,0.505,9,-7.621,1,0.255,0.534,0.00000258,0.104,0.419,91.972,4
6CTWathupIiDs7U4InHnDA,"7HkdQ0gt53LP4zmHsL0nap","Trip","Ella Mai","Ella Mai",2018-10-12,213993,77,spotify:user:,2020-06-22T07:16:14Z,"r&b,rap,uk contemporary r&b",0.477,0.61,11,-5.628,0,0.144,0.225,0,0.107,0.358,79.882,4
3qN5qMTKyEEmiTZD38BNTT,"3TVXtAsR1Inumwj472S9r4","I'm Upset","Scorpion","Drake",2018-06-29,214466,70,spotify:user:,2020-06-22T07:16:14Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.899,0.586,11,-7.866,0,0.343,0.279,0,0.0836,0.492,150.002,4
0CZ8lquoTX2Dkg7Ak2inwA,"6beUvFUlKliUYJdLOXNj9C","1950","1950","King Princess",2018-02-23,225133,72,spotify:user:,2021-06-10T11:41:06Z,"alt z,indie pop,nyc pop",0.6,0.535,4,-7.043,1,0.107,0.648,0.0000047,0.162,0.269,71.912,4
0E9ZjEAyAwOXZ7wJC0PD33,"3v6Ji4uoWtKRkhuDUaxi9n,1OAjDaKgg00KCUYqDe68un","In My Mind","In My Mind","Dynoro,Gigi D'Agostino",2018-06-08,184560,82,spotify:user:,2020-06-22T07:16:14Z,"edm,eurodance,italo dance",0.694,0.77,6,-5.335,1,0.149,0.176,0.000011,0.118,0.163,125.905,4
2UVbBKQOdFAekPTRsnkzcf,"6oMuImdp5ZcFhWP0ESe6mG","Stir Fry","Culture II","Migos",2018-01-26,190288,78,spotify:user:,2020-06-22T07:16:14Z,"atl hip hop,hip hop,pop rap,rap,trap",0.817,0.816,2,-5.402,1,0.269,0.00263,0,0.159,0.508,181.982,4
5k38wzpLb15YgncyWdTZE4,"02kJSzxNuaWGqwubyUba0Z,26VFTg2z8YR0cCuwLzESi2","Him & I (with Halsey)","The Beautiful & Damned","G-Eazy,Halsey",2017-12-15,268866,81,spotify:user:,2020-06-22T07:16:14Z,"indie pop rap,oakland hip hop,pop rap,rap,electropop,etherpop,indie poptimism,pop",0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,4
0At2qAoaVjIwWNAqrscXli,"7HkdQ0gt53LP4zmHsL0nap","Boo'd Up","READY","Ella Mai",2017-02-22,256063,70,spotify:user:,2020-06-22T07:16:14Z,"r&b,rap,uk contemporary r&b",0.561,0.779,10,-5.107,0,0.0531,0.0862,0,0.078,0.235,81.965,4
7AFASza1mXqntmGtbxXprO,"15UsOTVnJzReFVN1VCnxy4","changes","?","XXXTENTACION",2018-03-16,121886,79,spotify:user:,2020-06-22T07:16:14Z,"emo rap,miami hip hop",0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,4
21RzyxY3EFaxVy6K4RqaU9,"6t1gpxYbY8OlLA7D2RiikQ,5uEeqYFuIChoWKy34jp8xE","Body","Body","Loud Luxury,Brando",2017-10-27,163216,81,spotify:user:,2020-06-22T07:16:14Z,"edm,pop dance,dance pop",0.752,0.764,1,-4.399,1,0.038,0.0476,0.0000944,0.0543,0.582,121.958,4
0ZNrc4kNeQYD9koZ3KvCsy,"0A0FS04o6zMoto8OKPsDwY,17lzZA2AlOHwCwFALHttmp,0c173mlxpT3dSFRgMO8XPh,0hCNtLu0JehylgoiP8L4Gh","BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","STAY DANGEROUS","YG,2 Chainz,Big Sean,Nicki Minaj",2018-08-03,237240,66,spotify:user:,2020-06-22T07:16:14Z,"cali rap,hip hop,pop rap,rap,southern hip hop,trap,atl hip hop,detroit hip hop,r&b,hip pop,pop,queens hip hop",0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,4
285pBltuF7vW8TeWk8hdRR,"4MCBfE4596Uoi2O4DtmEMz","Lucid Dreams","Goodbye & Good Riddance","Juice WRLD",2018-12-10,239835,86,spotify:user:,2020-06-22T07:16:14Z,"chicago rap,melodic rap,rap",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4
45Egmo7icyopuzJN0oMEdk,"6LuN9FCkKOj5PcnpouEgny,2cWZOOzeOm4WmBJRnD5R7I","Love Lies (with Normani)","Love Lies (with Normani)","Khalid,Normani",2018-02-14,201707,77,spotify:user:,2020-06-22T07:16:14Z,"pop,pop r&b,r&b",0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,4
7BqHUALzNBTanL6OvsqmC1,"64KEffDW9EtZ1y2vBYgq8T,7EQ0qTo7fWT7DPxmxtSYEc","Happier","Happier","Marshmello,Bastille",2018-08-17,214289,83,spotify:user:,2020-06-22T07:16:14Z,"brostep,edm,pop,progressive electro house,metropopolis,modern rock",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.011,4
66xn6tB8s3l8uhj02OGneE,"5pUo3fmmHT8bhCyHE52hA6,5CCwRZC6euC8Odo6y9X8jr","For You (Fifty Shades Freed) (& Rita Ora)","Fifty Shades Freed (Original Motion Picture Soundtrack)","Liam Payne,Rita Ora",2018-02-09,245453,63,spotify:user:,2020-06-22T07:16:14Z,"pop,dance pop,uk pop",0.541,0.787,2,-4.618,0,0.0331,0.0167,0,0.157,0.2,113,4
0d2iYfpKoM0QCKvcLCkBao,"5CiGnKThu5ctn9pBxv7DGa,26VFTg2z8YR0cCuwLzESi2,6LuN9FCkKOj5PcnpouEgny","Eastside (with Halsey & Khalid)","Eastside (with Halsey & Khalid)","benny blanco,Halsey,Khalid",2018-07-12,173799,76,spotify:user:,2020-06-22T07:16:14Z,"pop,electropop,etherpop,indie poptimism,pop r&b",0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,4
0JP9xo3adEtGSdUEISiszL,"15UsOTVnJzReFVN1VCnxy4","Moonlight","?","XXXTENTACION",2018-03-16,135090,84,spotify:user:,2020-06-22T07:16:14Z,"emo rap,miami hip hop",0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4
0Ult84lvFuqNvbyXwyRQ58,"6MDME20pz9RveH9rEXvrOM,0ZED1XzwlLHW4ZaG4lOT6m","I Miss You (feat. Julia Michaels)","What Is Love? (Deluxe Edition)","Clean Bandit,Julia Michaels",2018-11-30,205986,71,spotify:user:,2020-06-22T07:16:14Z,"pop,uk dance,uk funky",0.693,0.624,0,-7.482,0,0.0448,0.299,0.00000764,0.0955,0.369,105.002,4
3Vo4wInECJQuz9BIBMOu8i,"0du5cEVh5yTK9QJze8zA0C,4kYSro6naA4h99UJvo89HB","Finesse - Remix; feat. Cardi B","Finesse (Remix) [feat. Cardi B]","Bruno Mars,Cardi B",2017-12-20,217288,79,spotify:user:,2020-06-22T07:16:14Z,"dance pop,pop,rap",0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,4
51rXHuKN8Loc4sUlKPODgH,"28ExwzUQsvgJooOI0X1mr3,2YZyLoL8N0Wb9xBt1NhZWg,1RyvyyTE3xzB2ZywiAwp0i,53KwLdlmrlCelAZMaLVZqU","King's Dead (with Kendrick Lamar, Future & James Blake)","King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock,Kendrick Lamar,Future,James Blake",2018-01-12,229670,73,spotify:user:,2020-06-22T07:16:14Z,"conscious hip hop,hip hop,rap,southern hip hop,trap,west coast rap,atl hip hop,art pop,indie soul,indietronica,neo soul,uk alternative pop",0.645,0.705,1,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133,4
2QZ7WLBE8h2y1Y5Fb8RYbH,"7n2wHs1TKAczGzO7Dd2rGr","In My Blood","Shawn Mendes","Shawn Mendes",2018-05-25,211360,76,spotify:user:,2020-06-22T07:16:14Z,"canadian pop,pop,viral pop",0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,4
6V1bu6o1Yo5ZXnsCJU8Ovk,"04gDigrS5kc9YWfZHwBETP,4kYSro6naA4h99UJvo89HB","Girls Like You (feat. Cardi B) - Cardi B Version","Red Pill Blues (Deluxe)","Maroon 5,Cardi B",2018-06-15,235545,68,spotify:user:,2020-06-22T07:16:14Z,"pop,rap",0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,4
6KBYefIoo7KydImq1uUQlL,"4kYSro6naA4h99UJvo89HB","Bodak Yellow","Invasion of Privacy","Cardi B",2018-04-06,223712,74,spotify:user:,2020-06-22T07:16:14Z,"pop,rap",0.926,0.703,11,-6.337,0,0.103,0.0659,0,0.231,0.485,125.022,4
3TgMcrV32NUKjEG2ujn9eh,"3mIj9lX2MWuHmhNCA7LSCW","It's Not Living (If It's Not With You)","A Brief Inquiry Into Online Relationships","The 1975",2018-11-30,248335,76,spotify:user:,2021-06-15T12:30:25Z,"modern alternative rock,modern rock,pop,pov: indie,rock",0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,4
