Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3zkyus0njMCL6phZmNNEeN,"5H4yInM5zmHqpKIoMNAx4r","LET GO","LET GO","Central Cee",2022-12-15,174246,81,spotify:user:nick170708%21,2023-01-07T03:25:26Z,"melodic drill",0.735,0.449,2,-9.933,0,0.383,0.859,0,0.213,0.514,146.016,4
5ww2BF9slyYgNOk37BlC4u,"0tmwSHipWxN12fsoLcFU3B","La Bachata","La Bachata","Manuel Turizo",2022-05-26,162637,85,spotify:user:nick170708%21,2023-01-07T03:24:57Z,"colombian pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",0.835,0.679,7,-5.329,0,0.0364,0.583,0.00000198,0.218,0.85,124.98,4
2mnXxnrX5vCGolNkaFvVeM,"4SsVbpTthjScTS7U2hmr1X,4q3ewBCX7sLwd24euuV69X","La Jumpa","Sr. Santos","Arcángel,Bad Bunny",2022-12-01,255693,79,spotify:user:nick170708%21,2023-01-07T03:25:03Z,"latin hip hop,reggaeton,trap latino,urbano latino",0.887,0.234,9,-14.52,1,0.178,0.111,0.67,0.13,0.197,140.02,4
6dgUya35uo964z7GZXM07g,"74KM79TiuVKeVCqs8QtB0B","Nonsense","emails i can't send","Sabrina Carpenter",2022-07-15,163648,90,spotify:user:nick170708%21,2023-01-22T14:27:49Z,"pop",0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,4
5jQI2r1RdgtuT8S3iG8zFC,"06HL4z0CvFAxyc27GXpf02","Lavender Haze","Midnights","Taylor Swift",2022-10-21,202395,85,spotify:user:nick170708%21,2023-01-28T15:59:03Z,"pop",0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,4
78Sw5GDo6AlGwTwanjXbGh,"5y8tKLUfMvliMe8IKamR32","Here With Me","Here With Me","d4vd",2022-09-22,242484,33,spotify:user:nick170708%21,2023-02-23T18:23:59Z,"bedroom pop,bedroom r&b",0.574,0.469,4,-8.209,1,0.0254,0.534,0.0000921,0.128,0.288,132.023,4
4FAKtPVycI4DxoOHC01YqD,"0eHQ9o50hj6ZDNBt6Ys1sD,2LRoIwlKmHjgvigdNGBHNo","Yandel 150","Resistencia","Yandel,Feid",2023-01-13,216148,83,spotify:user:nick170708%21,2023-02-23T18:24:05Z,"latin hip hop,reggaeton,trap latino,urbano latino,colombian pop,pop reggaeton,reggaeton colombiano",0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,4
1yHVHoz6Ny29gbbWJYVnFt,"1Hsdzj7Dlq2I7tHP7501T4","Heaven","Heaven","Niall Horan",2023-02-17,186043,28,spotify:user:nick170708%21,2023-02-25T15:59:58Z,"pop",0.571,0.761,5,-3.485,1,0.0261,0.0708,0,0.331,0.681,91.991,4
0yUaLqhsVsguBpoOPL4cO7,"3LZZPxNDGDFVSIPqf4JuEf","In Ha Mood","In Ha Mood","Ice Spice",2023-01-06,129360,77,spotify:user:nick170708%21,2023-03-17T18:11:37Z,"bronx drill",0.768,0.74,0,-6.595,1,0.336,0.696,0.00000681,0.23,0.532,141.059,4
6UN73IYd0hZxLi8wFPMQij,"6AMd49uBDJfhf30Ak2QR5s","Players","Players","Coi Leray",2022-11-30,139560,80,spotify:user:nick170708%21,2023-03-18T03:06:12Z,"new jersey underground rap,trap queen",0.954,0.516,6,-5.817,1,0.16,0.03,0.00000754,0.0504,0.624,105.001,4
07bsRv0pcpbG4zJeLsUs1p,"6eUKZXaKkcviH0Ku9w2n3V","Eyes Closed","Eyes Closed","Ed Sheeran",2023-03-24,194848,45,spotify:user:nick170708%21,2023-03-24T09:57:32Z,"pop,singer-songwriter pop,uk pop",0.777,0.526,2,-6.221,1,0.0645,0.302,0,0.105,0.389,107.071,4
609E1JCInJncactoMmkDon,"7ltDVBr6mKbRvohxheJ9h1,1mcTU81TzQhprhouKaTkpq","BESO","RR","ROSALÍA,Rauw Alejandro",2023-03-24,194543,87,spotify:user:nick170708%21,2023-03-28T22:55:25Z,"latin viral pop,pop,r&b en espanol,puerto rican pop,reggaeton,trap latino,urbano latino",0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,4
59uQI0PADDKeE6UZDTJEe8,"4oUHIQIBe0LHzYfvXNW4QM","Last Night","3 Songs At A Time Sampler","Morgan Wallen",2023-01-31,163854,85,spotify:user:nick170708%21,2023-03-31T09:43:24Z,"contemporary country",0.517,0.675,6,-5.382,1,0.0357,0.459,0,0.151,0.518,203.853,4
6OfOzTitafSnsaunQLuNFw,"4V8LLVI7PbaPR0K2TGSxFF","DOGTOOTH","CALL ME IF YOU GET LOST: The Estate Sale","Tyler, The Creator",2023-03-31,161041,75,spotify:user:nick170708%21,2023-04-01T14:11:16Z,"hip hop,rap",0.706,0.648,8,-6.348,1,0.324,0.505,0,0.215,0.802,77.533,4
69CrOS7vEHIrhC2ILyEi0s,"6UZ0ba50XreR4TM8u322gs","FLOWER","ME","JISOO",2023-03-31,173134,78,spotify:user:nick170708%21,2023-04-03T15:50:27Z,"k-pop",0.841,0.384,9,-7.684,0,0.0351,0.0236,0.00000228,0.0735,0.597,123.961,4
7aRCf5cLOFN1U7kvtChY1G,"3TVXtAsR1Inumwj472S9r4","Search & Rescue","Search & Rescue","Drake",2023-04-07,272112,83,spotify:user:nick170708%21,2023-04-07T13:01:34Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.817,0.44,10,-8.482,0,0.0734,0.0603,0.00000142,0.33,0.544,142.024,4
0CrcwVLUe8wzLUIXgjXVZJ,"7tYKF4w9nC0nq9CsPZTHyP,5cj0lLjcoR7YOSnhnX0Po5","Kill Bill (feat. Doja Cat)","Kill Bill (feat. Doja Cat)","SZA,Doja Cat",2023-04-14,175836,72,spotify:user:nick170708%21,2023-04-14T10:06:43Z,"pop,r&b,rap,dance pop",0.629,0.744,5,-6.124,0,0.0409,0.0769,0.247,0.194,0.451,89.021,4
4VMRsbfZzd3SfQtaJ1Wpwi,"1Xyo4u8uXC1ZmMpatF05PJ,1RyvyyTE3xzB2ZywiAwp0i","Double Fantasy (with Future)","Double Fantasy","The Weeknd,Future",2023-04-21,268235,78,spotify:user:nick170708%21,2023-04-21T04:47:43Z,"canadian contemporary r&b,canadian pop,pop,atl hip hop,hip hop,rap,southern hip hop,trap",0.6,0.567,9,-7.269,0,0.033,0.00621,0.00000873,0.495,0.0951,119.043,4
2NbsBSshscKIPRG3kwBbfo,"2feDdbD5araYcm6JhFHHw7","Never Felt So Alone","Never Felt So Alone","Labrinth",2023-04-07,160166,76,spotify:user:nick170708%21,2023-04-21T04:47:50Z,"indie poptimism,pop",0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,3
6pD0ufEQq0xdHSsRbg9LBK,"6XkjpgcEsYab502Vr1bBeW,4q3ewBCX7sLwd24euuV69X","un x100to","un x100to","Grupo Frontera,Bad Bunny",2023-04-17,194563,87,spotify:user:nick170708%21,2023-04-22T03:51:11Z,"musica chihuahuense,reggaeton,trap latino,urbano latino",0.569,0.724,6,-4.076,0,0.0474,0.228,0,0.27,0.562,83.118,4
1DmW5Ep6ywYwxc2HMT5BG6,"49aaHxvAJ0tCh0F15OnwIl","Tattoo","Tattoo","Loreen",2023-02-25,183374,88,spotify:user:nick170708%21,2023-05-19T01:43:10Z,"europop",0.545,0.779,3,-6.235,0,0.0751,0.243,0.00000166,0.123,0.303,150.002,4
7txjUEY6McJDJKqIo1Rxjp,"0EmeFodog0BfCgMzAIvKQp","Acróstico","Acróstico","Shakira",2023-05-11,170785,80,spotify:user:nick170708%21,2023-05-19T01:43:29Z,"colombian pop,dance pop,latin pop,pop",0.748,0.478,11,-8.886,1,0.121,0.837,0,0.099,0.353,143.866,4
6GGtHZgBycCgGBUhZo81xe,"00FQb4jTyendYWaN8pK0wa","Say Yes To Heaven","Say Yes To Heaven","Lana Del Rey",2023-05-19,209156,89,spotify:user:nick170708%21,2023-05-19T14:17:32Z,"art pop,pop",0.49,0.352,6,-11.577,0,0.0254,0.709,0.0856,0.114,0.166,99.992,4
6l8mgVN9Xf1hiDIFGA6CTE,"6vWDO969PvNqNYHIOW5v0m,2YZyLoL8N0Wb9xBt1NhZWg","AMERICA HAS A PROBLEM (feat. Kendrick Lamar)","AMERICA HAS A PROBLEM (feat. Kendrick Lamar)","Beyoncé,Kendrick Lamar",2023-05-19,260962,74,spotify:user:nick170708%21,2023-05-20T03:06:44Z,"pop,r&b,conscious hip hop,hip hop,rap,west coast rap",0.784,0.7,1,-5.289,1,0.0396,0.0112,0.0000176,0.163,0.204,126.015,4
2i2gDpKKWjvnRTOZRhaPh2,"1U1el3k54VvEUzo3ybLPlM","Moonlight","Moonlight","Kali Uchis",2023-02-24,187557,87,spotify:user:nick170708%21,2023-05-24T00:18:34Z,"colombian pop",0.639,0.723,7,-6.462,0,0.0532,0.511,0,0.167,0.878,136.872,4
4i6cwNY6oIUU2XZxPIw82Y,"06HL4z0CvFAxyc27GXpf02,3LZZPxNDGDFVSIPqf4JuEf","Karma (feat. Ice Spice)","Midnights (The Til Dawn Edition)","Taylor Swift,Ice Spice",2023-05-26,201493,74,spotify:user:nick170708%21,2023-05-27T22:37:27Z,"pop,bronx drill",0.615,0.616,8,-6.523,1,0.0622,0.0623,0,0.579,0.0734,89.977,4
4zmKGsrXjLmljb5fTaBTot,"06HL4z0CvFAxyc27GXpf02,00FQb4jTyendYWaN8pK0wa","Snow On The Beach (feat. More Lana Del Rey)","Midnights (The Til Dawn Edition)","Taylor Swift,Lana Del Rey",2023-05-26,229942,81,spotify:user:nick170708%21,2023-05-27T22:37:34Z,"pop,art pop",0.664,0.401,6,-10.934,0,0.0344,0.806,0.0000035,0.108,0.315,109.846,4
6T7FXSuXykeGktMLGp8WgE,"3hcs9uc56yIGFCSy9leWe7,6l3HvQ5sa6mXTsMTB19rO5","All My Life (feat. J. Cole)","Almost Healed","Lil Durk,J. Cole",2023-05-26,223878,76,spotify:user:nick170708%21,2023-05-27T22:37:46Z,"chicago drill,chicago rap,drill,hip hop,rap,trap,conscious hip hop,north carolina hip hop",0.787,0.57,3,-5.881,1,0.225,0.0449,0,0.135,0.733,142.974,4
7KA4W4McWYRpgf0fWsJZWB,"4V8LLVI7PbaPR0K2TGSxFF,1U1el3k54VvEUzo3ybLPlM","See You Again (feat. Kali Uchis)","Flower Boy","Tyler, The Creator,Kali Uchis",2017-07-21,180386,91,spotify:user:nick170708%21,2023-05-27T22:38:07Z,"hip hop,rap,colombian pop",0.558,0.559,6,-9.222,1,0.0959,0.371,0.00000749,0.109,0.62,78.558,4
4g1Ant3Me43Cm5Lx91bV8e,"46SHBwWsqBkxI7EeeBEQG7,0ErzCpIMyLcjPiwT4elrtZ,1oSPZhvZMIrWW5I41kPkkY,164Uj4eKjl6zTBKfJLFKKK,7tjVFCxJdwT4NdrTmjyjQ6,1lpOgw56wZLDa8gaP6bSIs","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long / FAST X Soundtrack)","Kodak Black,NLE Choppa,Jimin,JVKE,Muni Long,Fast & Furious: The Fast Saga",2023-05-18,175802,71,spotify:user:nick170708%21,2023-05-31T10:34:23Z,"florida drill,florida rap,melodic rap,miami hip hop,rap,trap,trap latino,memphis hip hop,k-pop,modern indie pop,pov: indie,singer-songwriter pop,indie r&b,soundtrack",0.533,0.67,10,-4.274,0,0.275,0.108,0,0.0983,0.239,73.753,4
5AqiaZwhmC6dIbgWrD5SzV,"716NhGYqD1jl2wI1Qkgq36,12GqGscKJx3aE4t07u7eVZ","Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap,Peso Pluma",2023-06-01,188361,86,spotify:user:nick170708%21,2023-06-02T16:11:26Z,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino,corridos tumbados,sad sierreno",0.854,0.668,5,-7.848,0,0.0466,0.264,0.0000561,0.117,0.805,132.966,3
0by9UaVYUrKUz2TVAmK0Pg,"0iEtIxbK0KxaSlF7G42ZOp,1zNqQNIdeOUZHb8zbZRFMX,7rkW85dBwwrJtlHRDkJDAC,31W5EY0aAly4Qieq6OFu6I","Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION)","Metro Boomin,Swae Lee,NAV,A Boogie Wit da Hoodie",2023-06-05,219453,9,spotify:user:nick170708%21,2023-06-10T01:15:59Z,"rap,melodic rap,trap,canadian hip hop,canadian trap",0.631,0.535,0,-7.836,1,0.0842,0.464,0,0.115,0.22,140.127,4
