Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4bPQs0PHn4xbipzdPfn6du,"20JZFwl6HVl6yg8a4H3ZqK","I Write Sins Not Tragedies","A Fever You Can't Sweat Out","Panic! At The Disco",2005-09-27,186634,77,spotify:user:,2019-12-12T20:16:08Z,"modern rock,pop",0.569,0.83,9,-4.106,0,0.14,0.0807,0,0.114,0.609,170.094,4
2hnxrRNzF74mdDzpQZQukQ,"5JZ7CnR6gTvEMKX4g70Amv,0ZED1XzwlLHW4ZaG4lOT6m","There's No Way (feat. Julia Michaels)","There's No Way (feat. Julia Michaels)","Lauv,Julia Michaels",2018-09-27,174860,0,spotify:user:,2019-12-12T20:16:08Z,"pop",0.755,0.625,2,-7.114,1,0.0896,0.49,0,0.157,0.374,147.02,4
6LsAAHotRLMOHfCsSfYCsz,"7n2wHs1TKAczGzO7Dd2rGr","If I Can't Have You","If I Can't Have You","Shawn Mendes",2019-05-03,190800,70,spotify:user:,2019-12-12T20:16:08Z,"canadian pop,pop,viral pop",0.692,0.809,2,-4.198,1,0.0602,0.524,0,0.147,0.864,123.911,4
0laYHRpNTS6i8FXdupHkJ4,"6dJeKm76NjfXBNTpHmOhfO","Love You Like A Love Song","When The Sun Goes Down","Selena Gomez & The Scene",2011-01-01,188453,84,spotify:user:,2019-12-12T20:16:08Z,"pop",0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,4
6Qs4SXO9dwPj5GKvVOv8Ki,"2wY79sveU1sp5g7SokKOiI,2cWZOOzeOm4WmBJRnD5R7I","Dancing With A Stranger (with Normani)","Dancing With A Stranger (with Normani)","Sam Smith,Normani",2019-01-11,171029,75,spotify:user:,2019-12-12T20:16:08Z,"pop,uk pop,r&b",0.741,0.52,8,-7.513,1,0.0656,0.45,0.00000197,0.222,0.347,102.998,4
12OLyHDxt6dqlAybSPFBK3,"4GNC7GD6oZMSxPGyXy4MNB","Forever","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,210863,76,spotify:user:,2019-12-12T20:16:08Z,"pop,uk pop",0.646,0.355,1,-7.119,1,0.0263,0.873,0,0.115,0.364,84.988,4
4vUmTMuQqjdnvlZmAH61Qk,"6eUKZXaKkcviH0Ku9w2n3V,4nDoRrQiYLoBzwC5BhVJzF,4kYSro6naA4h99UJvo89HB","South of the Border (feat. Camila Cabello & Cardi B)","No.6 Collaborations Project","Ed Sheeran,Camila Cabello,Cardi B",2019-07-12,204466,76,spotify:user:,2019-12-12T20:16:08Z,"pop,singer-songwriter pop,uk pop,dance pop,rap",0.857,0.621,9,-6.376,0,0.0825,0.148,0,0.0865,0.668,97.989,4
7vGGAJBkHKxKtOnGjQduDV,"6LuN9FCkKOj5PcnpouEgny","Saturday Nights","Suncity","Khalid",2018-10-19,209546,61,spotify:user:,2019-12-12T20:16:08Z,"pop,pop r&b",0.54,0.439,10,-8.591,1,0.115,0.635,0.0000193,0.0993,0.371,167.908,4
2rbDhOo9Fh61Bbu23T2qCk,"1HY2Jd0NmPuamShAr6KMms","Always Remember Us This Way","A Star Is Born Soundtrack (Without Dialogue)","Lady Gaga",2018-10-05,210200,84,spotify:user:,2019-12-12T20:16:08Z,"art pop,dance pop,pop",0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,4
0QQoaotPwYMDGmEVQ9kkEW,"2g6nfqSFo2cPVrafnW85jm,0uioawxHyc6pgvbUCq510I","Lonely","Andreas Moss","Andreas Moss,Melanie Pfirrman",2018-07-13,193773,14,spotify:user:,2019-12-12T20:16:08Z,"scandipop",0.51,0.764,2,-3.962,1,0.0513,0.0138,0,0.108,0.197,92.142,4
0TK2YIli7K1leLovkQiNik,"7n2wHs1TKAczGzO7Dd2rGr,4nDoRrQiYLoBzwC5BhVJzF","Señorita","Señorita","Shawn Mendes,Camila Cabello",2019-06-21,190960,80,spotify:user:,2019-12-12T20:16:08Z,"canadian pop,pop,viral pop,dance pop",0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,4
285pBltuF7vW8TeWk8hdRR,"4MCBfE4596Uoi2O4DtmEMz","Lucid Dreams","Goodbye & Good Riddance","Juice WRLD",2018-12-10,239835,86,spotify:user:,2019-12-12T20:16:08Z,"chicago rap,melodic rap,rap",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4
1V1NpX9DlBb9koXof9nIBF,"5ZsFI1h6hIdQRw2ti0hz81","Good Years","Icarus Falls","ZAYN",2018-12-13,180120,0,spotify:user:,2019-12-12T20:16:08Z,"pop,uk pop",0.639,0.411,2,-5.979,1,0.042,0.55,0,0.141,0.158,96.965,4
4kV4N9D1iKVxx1KLvtTpjS,"66CXWjxzNUsdJxJ2JdwvnR","break up with your girlfriend, i'm bored","thank u, next","Ariana Grande",2019-02-08,190440,78,spotify:user:,2019-12-12T20:16:08Z,"pop",0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,4
07O3JR3PRzTaNwYwNFpxDe,"3JKrNnhjEv9h3fyKhQpylb","Sin in Your Skin","Sin in Your Skin","Aidan Martin",2018-11-30,237338,42,spotify:user:,2019-12-12T20:16:08Z,"uk pop",0.486,0.267,7,-11.511,0,0.0535,0.869,0,0.156,0.21,75.664,4
7oXVcabTfo1qmLyG0k12qC,"4MB9CqgEa0TtpVSEkoSlW1","Missing You","Missing You","Blake McGrath",2017-11-01,240944,0,spotify:user:,2019-12-12T20:16:08Z,"canadian pop",0.315,0.46,8,-5.912,1,0.0382,0.665,0,0.116,0.393,81.12,4
2BgEsaKNfHUdlh97KmvFyo,"1zNqDE7qDGCsyzJwohVaoX","2002","Speak Your Mind (Deluxe)","Anne-Marie",2018-04-27,186986,83,spotify:user:,2019-12-12T20:16:08Z,"pop",0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,4
5yVIlYEHZxQVLyInCdldoS,"4IWBUUAFIplrNtaOHcJPRM","Impossible","James Arthur (Deluxe)","James Arthur",2013-11-04,209440,80,spotify:user:,2019-12-12T20:16:08Z,"pop,talent show,uk pop",0.376,0.695,0,-4.782,0,0.0933,0.135,0,0.11,0.302,169.533,4
3fd5jcZKAzoiivM4ZDwhyU,"57WHJIHrjOE3iAxpihhMnp","Two of Us","Two of Us","Louis Tomlinson",2019-03-07,217855,50,spotify:user:,2019-12-12T20:16:08Z,"pop",0.614,0.605,0,-5.411,1,0.0321,0.226,0,0.124,0.329,127.107,4
2ib06VOzS0jXbutWiPHPNX,"28y6CyJNkGNjJQKrlx4AmN","I Don't Think About You","I Don’t Think About You","HRVY",2018-12-07,181580,39,spotify:user:,2019-12-12T20:16:08Z,"pop",0.683,0.375,11,-7.065,0,0.122,0.701,0.0000263,0.1,0.581,175.812,4
0STK94RxUulYqWzwFlyAb5,"6S2OmqARrzebs0tKUEyXyp","Sober","Sober","Demi Lovato",2018-06-21,197893,67,spotify:user:,2019-12-12T20:16:08Z,"pop,post-teen pop",0.397,0.303,1,-10.413,1,0.11,0.798,0.00000416,0.0824,0.17,170.22,3
4G4EoG2Dk7kjisJKv9DP5h,"55fhWPvDiMpLnE4ZzNXZyW,7wFDo161xYdeaiLz3KIHoM","Mad at You (with Gallant)","Mad at You (with Gallant)","Noah Cyrus,Gallant",2018-09-07,226746,49,spotify:user:,2019-12-12T20:16:08Z,"alt z,pop,alternative r&b",0.359,0.421,5,-4.069,0,0.0356,0.818,0,0.153,0.499,161.244,3
2jHDXNIbElEsxxPQ0EVspA,"5Y8eJDj37KhaEeqbVO7Ag1","Open Arms","Open Arms","PRETTYMUCH",2017-10-27,186042,48,spotify:user:,2019-12-12T20:16:08Z,"boy band,post-teen pop,teen pop",0.688,0.425,11,-6.394,0,0.0851,0.146,0,0.447,0.211,139.794,4
18xmRkPWE0sGUzFyNNAAhN,"20JZFwl6HVl6yg8a4H3ZqK","Dying in LA","Pray for the Wicked","Panic! At The Disco",2018-06-22,229053,56,spotify:user:,2019-12-12T20:16:08Z,"modern rock,pop",0.346,0.35,2,-4.988,1,0.0328,0.876,0.00000198,0.0708,0.315,126.444,4
3BtA1koBtnClfirgg4BpjI,"59mjRp0i1B8oWSSMmGWJlJ","Thief","Thief","Ansel Elgort",2017-01-27,220680,55,spotify:user:,2019-12-12T20:16:08Z,"post-teen pop,teen pop",0.592,0.741,1,-3.792,0,0.0842,0.0251,0,0.111,0.379,180.038,4
29fRTIKsJhLUJoldM89GZS,"06HL4z0CvFAxyc27GXpf02","You Need To Calm Down","You Need To Calm Down","Taylor Swift",2019-06-14,171386,15,spotify:user:,2019-12-12T20:16:08Z,"pop",0.768,0.678,2,-5.604,1,0.0505,0.00838,0,0.0596,0.706,85.025,4
6Up545NUflOiXo8cEraH49,"40LHVA5BTQp9RxHOQ9JPYj","You Say","Look Up Child","Lauren Daigle",2018-09-07,274693,77,spotify:user:,2019-12-12T20:16:08Z,"ccm,christian alternative rock,christian music",0.494,0.632,5,-6.89,1,0.0342,0.682,0,0.0869,0.0797,147.873,4
6vsV4D8BM6PioRr1UOx0n2,"6qqNVTkY8uBg9cP3Jd7DAH","you should see me in a crown","you should see me in a crown","Billie Eilish",2018-07-18,180566,0,spotify:user:,2019-12-12T20:16:08Z,"art pop,pop",0.697,0.552,1,-10.271,0,0.196,0.479,0.127,0.147,0.278,75.235,4
4WzhjxvLP95y7AMDy0Atwb,"2wUjUUtkb5lvLKcGKsKqsR","Out Of Love","The Pains Of Growing","Alessia Cara",2018-11-30,227693,73,spotify:user:,2019-12-12T20:16:08Z,"canadian contemporary r&b,canadian pop,pop",0.481,0.267,7,-9.249,1,0.0339,0.8,0,0.249,0.137,117.64,3
6D5zOotZNjLN98bXOfhAYm,"3gIRvgZssIb9aiirIg0nI3","selfish","summer,","Jeremy Zucker",2018-09-28,198906,45,spotify:user:,2019-12-12T20:16:08Z,"alt z,electropop,pop",0.536,0.413,7,-9.008,1,0.385,0.521,0.00000171,0.104,0.668,80.814,4
4MsUsFfWseB9M2plGJyuIw,"06HL4z0CvFAxyc27GXpf02,6eYFryfcEu3QSq59D62wZQ,20JZFwl6HVl6yg8a4H3ZqK","ME! (feat. Brendon Urie of Panic! At The Disco)","ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift,Brendon Urie,Panic! At The Disco",2019-04-26,193040,12,spotify:user:,2019-12-12T20:16:08Z,"pop,modern rock",0.614,0.839,0,-4.143,1,0.0702,0.0291,0,0.112,0.657,182.123,4
5w7wuzMzsDer96KqxafeRK,"6qqNVTkY8uBg9cP3Jd7DAH","COPYCAT","dont smile at me","Billie Eilish",2017-12-22,194711,75,spotify:user:,2019-12-12T20:16:08Z,"art pop,pop",0.679,0.388,4,-10.977,0,0.0932,0.353,0.0000925,0.341,0.234,124.909,4
1RRZSm4akqNyMOsPUhw4cb,"7n2wHs1TKAczGzO7Dd2rGr","Because I Had You","Shawn Mendes","Shawn Mendes",2018-05-25,142480,59,spotify:user:,2019-12-12T20:16:08Z,"canadian pop,pop,viral pop",0.559,0.337,7,-9.751,1,0.404,0.331,0,0.311,0.705,203.231,4
4RtlhOoWNO5ReUwdmTdTcG,"4GNC7GD6oZMSxPGyXy4MNB","Headspace","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,306801,54,spotify:user:,2019-12-12T20:16:08Z,"pop,uk pop",0.368,0.228,11,-9.183,1,0.0335,0.865,0.00000199,0.111,0.194,146.881,3
3RauEVgRgj1IuWdJ9fDs70,"06HL4z0CvFAxyc27GXpf02","The Man","Lover","Taylor Swift",2019-08-23,190360,87,spotify:user:,2019-12-12T20:16:08Z,"pop",0.777,0.658,0,-5.191,1,0.054,0.0767,0,0.0901,0.633,110.048,4
2cKovq3l6OJjhVVDbVKOsr,"5F1aoppMtU3OMiltO8ymJ2,6U1dBXJhC8gXFjamvFTmHg","The Other Side","The Greatest Showman (Original Motion Picture Soundtrack)","Hugh Jackman,Zac Efron",2017-12-08,214373,75,spotify:user:,2019-12-12T20:16:08Z,"hollywood,show tunes,movie tunes,post-teen pop",0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,4
0VhgEqMTNZwYL1ARDLLNCX,"4IWBUUAFIplrNtaOHcJPRM","Can I Be Him","Back from the Edge","James Arthur",2016-10-28,246880,81,spotify:user:,2019-12-12T20:16:08Z,"pop,talent show,uk pop",0.696,0.543,11,-6.164,1,0.0489,0.308,0,0.0939,0.479,107.969,4
7wC5eZcFS1Q1BsQ35DU6H4,"6qqNVTkY8uBg9cP3Jd7DAH","come out and play","come out and play","Billie Eilish",2018-11-20,210375,68,spotify:user:,2019-12-12T20:16:08Z,"art pop,pop",0.64,0.321,0,-14.604,1,0.0931,0.693,0.0307,0.114,0.177,145.045,4
6w8pFOKn42O418qwcQElZ3,"3QSQFmccmX81fWCUSPTS7y","Waves","A Place We Knew","Dean Lewis",2019-03-22,240013,77,spotify:user:,2019-12-12T20:16:08Z,"australian pop,pop",0.518,0.729,11,-7.193,0,0.0452,0.183,0,0.0643,0.343,156.879,4
4AJYZCO5HQdmtPkfrXyJUa,"4HLVASaI7mpSxzIGZSRJVa","Not Giving Up","Tokyo Hotel (Demos) - EP","Roadtrip",2017-10-01,204285,19,spotify:user:,2019-12-12T20:16:08Z,"social media pop,teen pop",0.57,0.687,4,-4.2,1,0.126,0.31,0,0.177,0.624,167.935,4
60cYr5uuMoxvyuIx45rGEW,"5IH6FPUwQTxPSXurCrcIov","Boy In The Bubble","Narrated For You","Alec Benjamin",2018-11-16,181705,70,spotify:user:,2019-12-12T20:16:08Z,"alt z,pop,pov: indie",0.817,0.578,11,-7.579,0,0.0824,0.224,0.00103,0.251,0.851,143.982,4
6700Z4Izi8EbB6JNthU6Ma,"4GNC7GD6oZMSxPGyXy4MNB","Hold Me While You Wait","Hold Me While You Wait","Lewis Capaldi",2019-05-03,205686,67,spotify:user:,2019-12-12T20:16:08Z,"pop,uk pop",0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,4
5Il6Oe7lr5XM7A0cWbVQtr,"66CXWjxzNUsdJxJ2JdwvnR","bad idea","thank u, next","Ariana Grande",2019-02-08,267106,68,spotify:user:,2019-12-12T20:16:08Z,"pop",0.847,0.579,1,-5.314,1,0.0719,0.0268,0.0545,0.102,0.569,137.998,4
2VxeLyX666F8uXCJ0dZF8B,"1HY2Jd0NmPuamShAr6KMms,4VIvfOurcf0vuLRxLkGnIG","Shallow","A Star Is Born Soundtrack","Lady Gaga,Bradley Cooper",2018-10-05,215733,86,spotify:user:,2019-12-12T20:16:08Z,"art pop,dance pop,pop,hollywood",0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4
69vToJ9BMbbLlFZo7k7A7B,"6ydoSd3N2mwgwBHtF6K7eX","You Are The Reason","Only Human (Deluxe)","Calum Scott",2018-03-09,204326,81,spotify:user:,2019-12-12T20:16:08Z,"pop",0.329,0.235,10,-7.699,1,0.0303,0.918,0,0.137,0.22,171.006,3
3HVWdVOQ0ZA45FuZGSfvns,"1WsYCXdezMjn0KoIrLvMmC,1uNFoZAHBGtllmzznpCI3s","I Don't Care (with Justin Bieber)","I Don't Care (with Justin Bieber)","Ed Sheeran & Justin Bieber,Justin Bieber",2019-05-10,219946,79,spotify:user:,2019-12-12T20:16:08Z,"canadian pop,pop",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,4
0Ryd8975WihbObpp5cPW1t,"66CXWjxzNUsdJxJ2JdwvnR,5UjifI1TYefXWn9GdqDOHl","boyfriend (with Social House)","boyfriend","Ariana Grande,Social House",2019-08-02,186106,81,spotify:user:,2019-12-12T20:16:08Z,"pop",0.4,0.795,10,-3.731,0,0.461,0.119,0,0.159,0.702,190.097,4
0vDIjw6CATd4C94ZH96B6L,"3JKrNnhjEv9h3fyKhQpylb","Punchline (Acoustic)","Punchline","Aidan Martin",2018-03-30,242442,41,spotify:user:,2019-12-12T20:16:08Z,"uk pop",0.395,0.422,1,-5.931,1,0.038,0.709,0,0.111,0.34,95.509,4
5xh8yaN8U7H0nkkesxUax4,"3QSQFmccmX81fWCUSPTS7y","Lose My Mind","Same Kind Of Different","Dean Lewis",2017-05-12,200880,60,spotify:user:,2019-12-12T20:16:08Z,"australian pop,pop",0.554,0.642,8,-6.637,1,0.0306,0.047,0,0.121,0.228,128.039,4
0NYJUJaDCvrkMQQt4WSrVU,"5NhgsV7qPWHZqYEMKzbYvo","This Mountain","This Mountain","Faouzia",2018-10-05,142259,59,spotify:user:,2019-12-12T20:16:08Z,"alt z,canadian pop",0.675,0.93,11,-3.131,0,0.069,0.215,0,0.0638,0.595,129.965,4
4jgCDh6JCkw2kEYuIyNxzI,"6jEiUoyyJNPHzSR0Nib6HX","I'll Be There","I'll Be There","Walk off the Earth",2019-08-23,169354,52,spotify:user:,2019-12-12T20:16:08Z,"canadian rock,pop rock",0.698,0.674,10,-5.576,1,0.0473,0.288,0,0.295,0.447,94.99,4
3707IBa4HnS3zDDoWfeUBl,"6VuMaDnrHyPL1p4EHjYLi7","I Warned Myself","I Warned Myself","Charlie Puth",2019-08-21,159782,59,spotify:user:,2019-12-12T20:16:08Z,"pop,viral pop",0.488,0.311,10,-11.467,0,0.297,0.562,0.000548,0.161,0.579,184.112,4
6FYbr9QzRoZPh0Re8lDO9z,"3QSQFmccmX81fWCUSPTS7y","7 Minutes","A Place We Knew","Dean Lewis",2019-03-22,211453,65,spotify:user:,2019-12-12T20:16:08Z,"australian pop,pop",0.613,0.739,10,-6.478,1,0.0311,0.526,0,0.149,0.712,104.966,4
0DiDStADDVh3SvAsoJAFMk,"7gOdHgIoIKoe4i9Tta6qdD","Only Human","Happiness Begins","Jonas Brothers",2019-06-07,183000,73,spotify:user:,2019-12-12T20:16:08Z,"boy band,pop",0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,4
4XLu3tTSZiPFVC9mmuR6Zp,"4nDoRrQiYLoBzwC5BhVJzF","All These Years","Camila","Camila Cabello",2018-01-12,164373,57,spotify:user:,2019-12-12T20:16:08Z,"dance pop,pop",0.732,0.436,1,-7.409,0,0.117,0.609,0,0.108,0.475,94.852,4
5CRVwXGikmqzoRO6q7FeAg,"4AK6F7OLvEQ5QYCBNiQWHq","If I Could Fly","Made In The A.M. (Deluxe Edition)","One Direction",2015-11-13,230320,69,spotify:user:,2019-12-12T20:16:08Z,"boy band,pop,post-teen pop,talent show",0.565,0.245,5,-9.132,1,0.0262,0.781,0,0.0998,0.307,75.055,4
0PG9fbaaHFHfre2gUVo7AN,"4kYSro6naA4h99UJvo89HB,0du5cEVh5yTK9QJze8zA0C","Please Me","Please Me","Cardi B,Bruno Mars",2019-02-15,200889,78,spotify:user:,2019-12-12T20:16:08Z,"pop,rap,dance pop",0.747,0.57,1,-6.711,1,0.081,0.0642,0,0.0832,0.65,133.992,4
0TXNKTzawI6VgLoA9UauRp,"0B3N0ZINFWvizfa8bKiz4v","When You Love Someone","Chapters","James TW",2019-04-26,216560,75,spotify:user:,2019-12-12T20:16:08Z,"british singer-songwriter,uk pop",0.681,0.453,7,-6.09,1,0.0278,0.263,0,0.0543,0.348,125.772,4
0v2LUO8oTHnkjQ8MmKuXyk,"66CXWjxzNUsdJxJ2JdwvnR","raindrops (an angel cried)","Sweetener","Ariana Grande",2018-08-17,37640,63,spotify:user:,2019-12-12T20:16:08Z,"pop",0.336,0.231,1,-6.217,1,0.0497,0.942,0,0.188,0.429,168.685,5
0Gl5s8IhMmQE5YQwM8Qx1J,"0LyOADBjj28cbvJWTXUEGA","Never Enough","The Greatest Showman (Original Motion Picture Soundtrack)","Loren Allred",2017-12-08,207786,76,spotify:user:,2019-12-12T20:16:08Z,"deep talent show,hollywood,movie tunes",0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,3
5EYBryPOgIEPB7r5QIy6eG,"7n2wHs1TKAczGzO7Dd2rGr","Fallin' All In You","Shawn Mendes","Shawn Mendes",2018-05-25,235746,72,spotify:user:,2019-12-12T20:16:08Z,"canadian pop,pop,viral pop",0.853,0.476,8,-6.696,1,0.0361,0.405,0,0.111,0.796,92.038,4
5QLAHKawoQwVRNf1waaVW7,"6VuMaDnrHyPL1p4EHjYLi7,6O74knDqdv3XaWtkII7Xjp","If You Leave Me Now (feat. Boyz II Men)","Voicenotes","Charlie Puth,Boyz II Men",2018-05-11,243160,54,spotify:user:,2019-12-12T20:16:08Z,"pop,viral pop,boy band,contemporary r&b,new jack swing,r&b,urban contemporary",0.362,0.268,6,-7.757,0,0.0399,0.909,0,0.15,0.394,81.912,4
1BECwm5qkaBwlbfo4kpYx8,"20JZFwl6HVl6yg8a4H3ZqK","Death of a Bachelor","Death of a Bachelor","Panic! At The Disco",2016-01-15,203506,70,spotify:user:,2019-12-12T20:16:08Z,"modern rock,pop",0.462,0.538,0,-5.527,1,0.059,0.0137,0,0.429,0.405,139.256,4
7cflqPPi3zWfLFRRBTWeh6,"3gIRvgZssIb9aiirIg0nI3,2cFrymmkijnjDg9SS92EPM","talk is overrated","idle","Jeremy Zucker,blackbear",2017-10-27,189800,63,spotify:user:,2019-12-12T20:16:08Z,"alt z,electropop,pop",0.776,0.353,4,-8.317,0,0.0687,0.435,0,0.302,0.658,138.035,4
3InxJ55D8l1e4ZER6DRqvP,"4K9aclpXgCPNFGEqRlFPal","In My Head","In My Head","Peter Manos",2018-05-15,214533,0,spotify:user:,2019-12-12T20:16:08Z,"",0.499,0.181,9,-15.359,0,0.0429,0.745,0.00123,0.106,0.0747,111.956,4
